date,areaName,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsRollingRate00_05,cumAdmissions00_05,cumAdmissionsRollingRate06_17,cumAdmissions06_17,cumAdmissionsRollingRate18_64,cumAdmissions18_64,cumAdmissionsRollingRate65_84,cumAdmissions65_84,cumAdmissionsRollingRate85+,cumAdmissions85+
2020-01-30,England,,,,,,,,,,,,,,
2020-01-31,England,,,,,,,,,,,,,,
2020-02-01,England,,,,,,,,,,,,,,
2020-02-02,England,,,,,,,,,,,,,,
2020-02-03,England,,,,,,,,,,,,,,
2020-02-04,England,,,,,,,,,,,,,,
2020-02-05,England,,,,,,,,,,,,,,
2020-02-06,England,,,,,,,,,,,,,,
2020-02-07,England,,,,,,,,,,,,,,
2020-02-08,England,,,,,,,,,,,,,,
2020-02-09,England,,,,,,,,,,,,,,
2020-02-10,England,,,,,,,,,,,,,,
2020-02-11,England,,,,,,,,,,,,,,
2020-02-12,England,,,,,,,,,,,,,,
2020-02-13,England,,,,,,,,,,,,,,
2020-02-14,England,,,,,,,,,,,,,,
2020-02-15,England,,,,,,,,,,,,,,
2020-02-16,England,,,,,,,,,,,,,,
2020-02-17,England,,,,,,,,,,,,,,
2020-02-18,England,,,,,,,,,,,,,,
2020-02-19,England,,,,,,,,,,,,,,
2020-02-20,England,,,,,,,,,,,,,,
2020-02-21,England,,,,,,,,,,,,,,
2020-02-22,England,,,,,,,,,,,,,,
2020-02-23,England,,,,,,,,,,,,,,
2020-02-24,England,,,,,,,,,,,,,,
2020-02-25,England,,,,,,,,,,,,,,
2020-02-26,England,,,,,,,,,,,,,,
2020-02-27,England,,,,,,,,,,,,,,
2020-02-28,England,,,,,,,,,,,,,,
2020-02-29,England,,,,,,,,,,,,,,
2020-03-01,England,,,,,,,,,,,,,,
2020-03-02,England,,,,,,,,,,,,,,
2020-03-03,England,,,,,,,,,,,,,,
2020-03-04,England,,,,,,,,,,,,,,
2020-03-05,England,,,,,,,,,,,,,,
2020-03-06,England,,,,,,,,,,,,,,
2020-03-07,England,,,,,,,,,,,,,,
2020-03-08,England,,,,,,,,,,,,,,
2020-03-09,England,,,,,,,,,,,,,,
2020-03-10,England,,,,,,,,,,,,,,
2020-03-11,England,,,,,,,,,,,,,,
2020-03-12,England,,,,,,,,,,,,,,
2020-03-13,England,,,,,,,,,,,,,,
2020-03-14,England,,,,,,,,,,,,,,
2020-03-15,England,,,,,,,,,,,,,,
2020-03-16,England,,,,,,,,,,,,,,
2020-03-17,England,,,,,,,,,,,,,,
2020-03-18,England,,,,,,,,,,,,,,
