date,areaName,deaths,deathsRollingRate,deathsReported
2020-02-28,Scotland,,,
2020-02-29,Scotland,,,
2020-03-01,Scotland,,,
2020-03-02,Scotland,,,
2020-03-03,Scotland,,,
2020-03-04,Scotland,,,
2020-03-05,Scotland,,,
2020-03-06,Scotland,,,
2020-03-07,Scotland,,,
2020-03-08,Scotland,,,
2020-03-09,Scotland,,,
2020-03-10,Scotland,,,
2020-03-11,Scotland,,,
2020-03-12,Scotland,1,,
2020-03-13,Scotland,0,,
2020-03-14,Scotland,2,0.1,
2020-03-15,Scotland,0,0.1,
2020-03-16,Scotland,1,0.1,
2020-03-17,Scotland,2,0.1,1
2020-03-18,Scotland,0,0.1,1
2020-03-19,Scotland,3,0.1,3
2020-03-20,Scotland,5,0.2,0
2020-03-21,Scotland,6,0.3,1
2020-03-22,Scotland,5,0.4,3
2020-03-23,Scotland,4,0.5,4
2020-03-24,Scotland,7,0.5,2
2020-03-25,Scotland,11,0.8,6
2020-03-26,Scotland,12,0.9,3
2020-03-27,Scotland,11,1.0,8
2020-03-28,Scotland,29,1.4,7
2020-03-29,Scotland,20,1.7,1
2020-03-30,Scotland,30,2.2,6
2020-03-31,Scotland,38,2.8,22
2020-04-01,Scotland,46,3.4,28
2020-04-02,Scotland,36,3.8,29
2020-04-03,Scotland,58,4.7,46
2020-04-04,Scotland,28,4.7,46
2020-04-05,Scotland,47,5.2,2
2020-04-06,Scotland,63,5.8,2
2020-04-07,Scotland,49,6.0,74
2020-04-08,Scotland,54,6.1,70
2020-04-09,Scotland,66,6.7,81
2020-04-10,Scotland,58,6.7,48
2020-04-11,Scotland,50,7.1,47
2020-04-12,Scotland,48,7.1,24
2020-04-13,Scotland,41,6.7,9
2020-04-14,Scotland,51,6.7,40
2020-04-15,Scotland,42,6.5,84
2020-04-16,Scotland,43,6.1,80
2020-04-17,Scotland,38,5.7,58
2020-04-18,Scotland,52,5.8,56
2020-04-19,Scotland,46,5.7,10
2020-04-20,Scotland,61,6.1,12
2020-04-21,Scotland,51,6.1,70
2020-04-22,Scotland,46,6.2,77
2020-04-23,Scotland,49,6.3,58
2020-04-24,Scotland,38,6.3,64
2020-04-25,Scotland,48,6.2,47
2020-04-26,Scotland,43,6.1,18
2020-04-27,Scotland,60,6.1,13
2020-04-28,Scotland,40,5.9,70
2020-04-29,Scotland,38,5.8,83
2020-04-30,Scotland,43,5.7,60
2020-05-01,Scotland,48,5.9,40
2020-05-02,Scotland,44,5.8,44
2020-05-03,Scotland,37,5.7,12
2020-05-04,Scotland,40,5.3,5
